,ID,Name,Overall,Potential,Weak Foot,Skill Moves,Performance,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle
7937,240196,F. Escobar,67,73,2.0,2.0,66.0,30.0,25.0,70.0,47.0,28.0,41.0,30.0,40.0,48.0,40.0,75.0,78.0,62.0,64.0,68.0,60.0,76.0,79.0,77.0,55.0,77.0,66.0,35.0,33.0,47.0,61.0,66.0,65.0,65.0
7938,240964,N. Linares,67,77,3.0,3.0,65.0,56.0,52.0,51.0,69.0,54.0,67.0,53.0,56.0,63.0,65.0,66.0,64.0,62.0,64.0,74.0,62.0,60.0,72.0,63.0,50.0,60.0,67.0,52.0,63.0,58.0,60.0,68.0,66.0,64.0
7939,214341,J. Ávila,67,69,3.0,2.0,66.0,26.0,19.0,76.0,57.0,28.0,27.0,27.0,23.0,67.0,57.0,33.0,32.0,31.0,63.0,32.0,57.0,30.0,53.0,92.0,56.0,72.0,66.0,30.0,48.0,33.0,56.0,63.0,70.0,54.0
7940,222533,Nuno Valente,67,68,3.0,3.0,66.0,59.0,56.0,53.0,70.0,50.0,68.0,60.0,51.0,66.0,69.0,72.0,69.0,74.0,68.0,75.0,68.0,65.0,74.0,59.0,63.0,47.0,55.0,63.0,69.0,73.0,63.0,46.0,50.0,52.0
7941,240709,R. Baku,67,82,4.0,3.0,66.0,56.0,60.0,51.0,75.0,45.0,72.0,47.0,45.0,66.0,71.0,79.0,78.0,79.0,65.0,90.0,58.0,75.0,69.0,55.0,52.0,70.0,66.0,60.0,60.0,50.0,56.0,69.0,55.0,57.0
7942,223302,Samu,67,73,3.0,3.0,66.0,54.0,53.0,48.0,65.0,46.0,71.0,61.0,50.0,58.0,70.0,78.0,76.0,77.0,71.0,82.0,61.0,63.0,67.0,43.0,41.0,56.0,32.0,66.0,59.0,61.0,60.0,44.0,42.0,40.0
7943,229446,D. Vicencio,67,71,3.0,2.0,65.0,25.0,17.0,71.0,55.0,28.0,51.0,21.0,25.0,52.0,45.0,62.0,47.0,54.0,65.0,66.0,31.0,89.0,62.0,72.0,18.0,58.0,64.0,48.0,36.0,38.0,61.0,68.0,68.0,66.0
7944,192582,C. Shields,67,69,3.0,2.0,62.0,53.0,56.0,58.0,66.0,38.0,55.0,45.0,48.0,60.0,63.0,44.0,61.0,54.0,63.0,76.0,58.0,70.0,85.0,78.0,55.0,74.0,65.0,56.0,60.0,56.0,66.0,64.0,64.0,63.0
7945,208455,Choi Sung Keun,67,68,3.0,3.0,65.0,56.0,54.0,43.0,68.0,36.0,63.0,34.0,35.0,66.0,65.0,75.0,68.0,69.0,65.0,65.0,59.0,62.0,77.0,73.0,63.0,67.0,65.0,57.0,68.0,38.0,53.0,54.0,63.0,61.0
7946,215367,O. Sow,67,67,3.0,3.0,65.0,49.0,65.0,61.0,63.0,47.0,68.0,48.0,48.0,49.0,68.0,74.0,86.0,75.0,51.0,55.0,70.0,59.0,62.0,80.0,63.0,55.0,25.0,61.0,61.0,62.0,71.0,42.0,17.0,21.0
7947,222535,L. Orejuela,67,73,4.0,3.0,66.0,66.0,39.0,55.0,63.0,35.0,66.0,42.0,33.0,59.0,62.0,78.0,82.0,75.0,58.0,68.0,63.0,81.0,80.0,70.0,40.0,67.0,60.0,62.0,56.0,35.0,60.0,58.0,66.0,69.0
7948,224327,S. Leuko,67,72,4.0,2.0,65.0,64.0,42.0,59.0,62.0,51.0,55.0,63.0,39.0,53.0,60.0,74.0,77.0,75.0,57.0,81.0,71.0,62.0,80.0,66.0,50.0,63.0,61.0,52.0,45.0,41.0,55.0,60.0,66.0,68.0
7949,229703,D. Goutas,67,72,3.0,2.0,65.0,33.0,36.0,65.0,48.0,34.0,39.0,31.0,35.0,43.0,46.0,55.0,67.0,51.0,60.0,48.0,55.0,56.0,69.0,77.0,44.0,70.0,65.0,46.0,40.0,43.0,61.0,69.0,68.0,67.0
7950,230471,Wilsson Rosito,67,67,5.0,3.0,65.0,73.0,45.0,55.0,66.0,47.0,71.0,77.0,75.0,76.0,72.0,78.0,67.0,81.0,59.0,77.0,72.0,56.0,62.0,61.0,61.0,44.0,44.0,67.0,58.0,67.0,62.0,26.0,22.0,22.0
7951,236615,D. Rigo,67,80,4.0,3.0,65.0,67.0,54.0,48.0,75.0,60.0,70.0,68.0,57.0,70.0,73.0,65.0,62.0,67.0,57.0,62.0,65.0,44.0,51.0,45.0,56.0,45.0,55.0,58.0,74.0,55.0,68.0,44.0,40.0,33.0
7952,237383,A. Bastoni,67,87,3.0,2.0,65.0,33.0,26.0,69.0,55.0,35.0,36.0,37.0,36.0,42.0,45.0,52.0,55.0,42.0,56.0,57.0,49.0,71.0,55.0,63.0,25.0,64.0,60.0,43.0,38.0,47.0,52.0,73.0,74.0,68.0
7953,173895,S. Eastwood,67,69,3.0,1.0,65.0,15.0,13.0,15.0,23.0,15.0,14.0,18.0,19.0,29.0,19.0,48.0,52.0,62.0,67.0,44.0,24.0,64.0,40.0,68.0,13.0,41.0,27.0,16.0,31.0,23.0,46.0,24.0,16.0,13.0
7954,206408,T. Boyd,67,67,3.0,2.0,66.0,32.0,67.0,78.0,57.0,70.0,54.0,43.0,38.0,35.0,62.0,53.0,53.0,54.0,64.0,55.0,76.0,76.0,48.0,83.0,63.0,73.0,25.0,66.0,41.0,58.0,60.0,23.0,29.0,22.0
7955,214600,F. Nájera,67,67,3.0,2.0,65.0,40.0,45.0,77.0,53.0,27.0,35.0,25.0,50.0,55.0,45.0,31.0,45.0,45.0,71.0,45.0,59.0,54.0,47.0,80.0,24.0,75.0,65.0,30.0,35.0,45.0,70.0,55.0,67.0,65.0
7956,224584,Jairo,67,70,2.0,3.0,66.0,68.0,63.0,40.0,66.0,57.0,70.0,54.0,48.0,55.0,68.0,87.0,85.0,80.0,48.0,85.0,65.0,49.0,57.0,38.0,52.0,35.0,26.0,65.0,55.0,61.0,60.0,30.0,21.0,26.0
7957,227656,D. Milinković,67,73,4.0,3.0,66.0,67.0,58.0,43.0,65.0,50.0,70.0,66.0,39.0,60.0,66.0,83.0,78.0,76.0,61.0,74.0,64.0,33.0,53.0,65.0,49.0,36.0,22.0,64.0,62.0,45.0,64.0,31.0,17.0,22.0
7958,229448,F. Ayé,67,74,3.0,3.0,66.0,28.0,69.0,70.0,60.0,55.0,69.0,38.0,30.0,44.0,65.0,79.0,82.0,73.0,55.0,61.0,63.0,72.0,65.0,74.0,55.0,55.0,12.0,64.0,53.0,57.0,62.0,18.0,17.0,19.0
7959,229704,J. Vachoux,67,75,2.0,1.0,66.0,12.0,19.0,17.0,22.0,10.0,16.0,14.0,10.0,18.0,20.0,42.0,45.0,39.0,65.0,41.0,24.0,38.0,32.0,28.0,17.0,19.0,23.0,18.0,34.0,23.0,50.0,13.0,15.0,10.0
7960,237640,N. Bajrami,67,82,3.0,3.0,65.0,57.0,59.0,48.0,74.0,53.0,66.0,60.0,47.0,70.0,66.0,73.0,75.0,71.0,64.0,69.0,66.0,63.0,68.0,61.0,51.0,66.0,56.0,63.0,65.0,47.0,70.0,58.0,59.0,61.0
7961,190792,P. Mandanda,67,68,2.0,1.0,66.2,11.0,10.0,14.0,23.0,13.0,11.0,15.0,14.0,20.0,22.0,48.0,46.0,58.0,63.0,42.0,22.0,75.0,18.0,63.0,18.0,23.0,17.0,11.0,32.0,14.0,46.0,18.0,18.0,16.0
7962,192840,M. Đurić,67,67,3.0,2.0,66.0,55.0,67.0,79.0,59.0,64.0,54.0,54.0,53.0,43.0,64.0,52.0,53.0,34.0,68.0,31.0,67.0,62.0,61.0,92.0,60.0,59.0,30.0,68.0,46.0,66.0,64.0,28.0,24.0,20.0
7963,209737,Éverton Luiz,67,67,3.0,2.0,66.0,63.0,42.0,56.0,62.0,57.0,62.0,38.0,70.0,61.0,66.0,63.0,55.0,60.0,68.0,80.0,76.0,71.0,54.0,63.0,64.0,78.0,72.0,47.0,62.0,57.0,67.0,70.0,66.0,71.0
7964,213577,Puertas,67,68,3.0,3.0,66.0,66.0,66.0,55.0,62.0,52.0,70.0,62.0,45.0,59.0,65.0,70.0,73.0,70.0,63.0,73.0,71.0,73.0,80.0,65.0,61.0,39.0,32.0,61.0,60.0,65.0,58.0,44.0,35.0,24.0
7965,229705,J. Duverne,67,77,3.0,2.0,66.0,47.0,25.0,67.0,64.0,32.0,55.0,44.0,28.0,59.0,59.0,62.0,64.0,64.0,61.0,68.0,39.0,73.0,68.0,67.0,30.0,61.0,66.0,55.0,52.0,33.0,63.0,66.0,69.0,69.0
7966,165449,G. Dicker,67,67,3.0,2.0,64.0,56.0,37.0,64.0,71.0,53.0,55.0,46.0,57.0,68.0,67.0,69.0,48.0,74.0,68.0,62.0,59.0,76.0,74.0,78.0,48.0,82.0,56.0,58.0,61.0,40.0,74.0,55.0,66.0,63.0
7967,199498,G. Massey,67,68,3.0,3.0,66.0,65.0,59.0,51.0,64.0,47.0,67.0,56.0,59.0,59.0,66.0,81.0,84.0,79.0,59.0,64.0,62.0,62.0,79.0,67.0,58.0,52.0,55.0,58.0,58.0,58.0,49.0,39.0,45.0,34.0
7968,224330,N. Stefanelli,67,74,4.0,3.0,66.0,54.0,71.0,55.0,57.0,63.0,70.0,62.0,46.0,50.0,69.0,87.0,85.0,92.0,60.0,92.0,62.0,91.0,73.0,55.0,56.0,58.0,39.0,70.0,73.0,55.0,56.0,38.0,16.0,27.0
7969,233034,J. Andrada,67,75,3.0,3.0,66.0,52.0,40.0,57.0,66.0,37.0,65.0,41.0,46.0,61.0,64.0,51.0,51.0,57.0,68.0,59.0,56.0,64.0,70.0,70.0,48.0,65.0,72.0,28.0,50.0,47.0,62.0,65.0,69.0,66.0
7970,233290,R. Zhemaletdinov,67,77,3.0,3.0,66.0,48.0,64.0,39.0,73.0,60.0,75.0,41.0,58.0,63.0,70.0,77.0,82.0,70.0,68.0,73.0,68.0,49.0,67.0,65.0,56.0,51.0,33.0,71.0,57.0,59.0,63.0,26.0,33.0,32.0
7971,188490,L. Sercombe,67,67,3.0,3.0,66.0,55.0,63.0,56.0,70.0,60.0,66.0,64.0,57.0,67.0,65.0,71.0,73.0,73.0,59.0,71.0,68.0,63.0,84.0,72.0,67.0,63.0,55.0,64.0,66.0,62.0,62.0,53.0,57.0,54.0
7972,204619,D. De Belder,67,69,3.0,2.0,65.0,63.0,71.0,58.0,62.0,63.0,60.0,56.0,53.0,56.0,63.0,72.0,72.0,70.0,64.0,66.0,66.0,74.0,72.0,68.0,62.0,63.0,38.0,68.0,61.0,65.0,57.0,31.0,39.0,20.0
7973,223307,J. Kubicki,67,73,2.0,3.0,66.0,49.0,58.0,60.0,70.0,49.0,59.0,54.0,38.0,64.0,67.0,74.0,75.0,66.0,70.0,75.0,59.0,62.0,86.0,70.0,59.0,78.0,66.0,52.0,64.0,43.0,71.0,58.0,68.0,63.0
7974,234827,J. Rasmussen,67,78,3.0,2.0,65.0,45.0,30.0,64.0,62.0,30.0,55.0,30.0,29.0,60.0,55.0,63.0,64.0,63.0,63.0,69.0,40.0,68.0,64.0,78.0,30.0,68.0,66.0,22.0,40.0,30.0,63.0,65.0,65.0,65.0
7975,243787,Y. Ramadani,67,74,3.0,2.0,65.0,54.0,40.0,61.0,69.0,40.0,62.0,42.0,44.0,67.0,65.0,61.0,68.0,65.0,56.0,62.0,67.0,66.0,80.0,70.0,58.0,60.0,68.0,65.0,67.0,35.0,64.0,66.0,66.0,60.0
7976,205388,E. Akichi,67,68,3.0,3.0,64.0,56.0,46.0,49.0,65.0,42.0,63.0,53.0,52.0,68.0,63.0,75.0,69.0,71.0,65.0,68.0,59.0,72.0,82.0,59.0,55.0,68.0,69.0,58.0,63.0,47.0,62.0,67.0,64.0,63.0
7977,205644,C. Chiricò,67,67,2.0,3.0,67.0,61.0,61.0,44.0,60.0,66.0,74.0,68.0,65.0,50.0,65.0,77.0,77.0,82.0,69.0,91.0,66.0,55.0,71.0,59.0,64.0,45.0,23.0,65.0,60.0,60.0,63.0,34.0,16.0,15.0
7978,209484,H. Sacko,67,71,3.0,3.0,66.0,58.0,63.0,49.0,59.0,62.0,72.0,53.0,45.0,47.0,66.0,90.0,91.0,82.0,65.0,52.0,71.0,63.0,62.0,75.0,52.0,67.0,26.0,64.0,54.0,60.0,49.0,24.0,25.0,19.0
7979,230220,Chris Farminhão,67,67,3.0,2.0,66.0,54.0,45.0,74.0,66.0,56.0,51.0,72.0,73.0,62.0,55.0,43.0,57.0,44.0,71.0,42.0,71.0,81.0,44.0,82.0,46.0,59.0,66.0,39.0,51.0,57.0,58.0,81.0,50.0,57.0
7980,238924,D. Keita-Ruel,67,67,4.0,2.0,66.0,49.0,70.0,69.0,51.0,66.0,61.0,59.0,44.0,38.0,61.0,75.0,77.0,70.0,59.0,62.0,67.0,85.0,84.0,84.0,65.0,79.0,19.0,64.0,48.0,58.0,56.0,36.0,24.0,23.0
7981,239437,P. Zulu,67,68,3.0,3.0,65.0,64.0,68.0,60.0,65.0,66.0,67.0,60.0,45.0,62.0,69.0,76.0,75.0,69.0,61.0,75.0,84.0,57.0,55.0,69.0,63.0,48.0,53.0,63.0,57.0,67.0,60.0,57.0,66.0,62.0
7982,208974,H. Bahebri,67,68,4.0,4.0,65.0,60.0,56.0,48.0,64.0,55.0,69.0,69.0,48.0,56.0,66.0,80.0,74.0,81.0,63.0,76.0,71.0,65.0,67.0,62.0,62.0,55.0,42.0,67.0,65.0,42.0,55.0,46.0,43.0,50.0
7983,214094,C. Arias,67,67,4.0,3.0,66.0,43.0,65.0,71.0,58.0,66.0,64.0,67.0,67.0,54.0,69.0,69.0,73.0,67.0,66.0,71.0,66.0,75.0,64.0,62.0,62.0,51.0,19.0,66.0,45.0,71.0,65.0,51.0,23.0,19.0
7984,222798,Jeong Woo Jae,67,68,3.0,4.0,65.0,66.0,57.0,58.0,67.0,40.0,69.0,38.0,34.0,61.0,65.0,71.0,75.0,71.0,63.0,73.0,68.0,59.0,73.0,63.0,69.0,63.0,66.0,65.0,54.0,45.0,59.0,54.0,63.0,56.0
7985,223566,W. Dammers,67,70,4.0,2.0,65.0,33.0,55.0,70.0,57.0,50.0,60.0,51.0,40.0,48.0,66.0,67.0,71.0,65.0,59.0,63.0,73.0,74.0,64.0,74.0,66.0,66.0,55.0,59.0,49.0,61.0,50.0,69.0,66.0,67.0
7986,224846,K. Kotsaris,67,77,3.0,1.0,65.6,17.0,18.0,20.0,25.0,15.0,13.0,16.0,17.0,22.0,19.0,52.0,45.0,69.0,60.0,54.0,46.0,77.0,38.0,66.0,13.0,24.0,11.0,18.0,43.0,32.0,51.0,17.0,16.0,14.0
7987,227150,M. Poletanović,67,73,3.0,3.0,66.0,52.0,59.0,65.0,75.0,63.0,64.0,66.0,65.0,68.0,68.0,52.0,54.0,61.0,64.0,58.0,73.0,61.0,68.0,65.0,70.0,69.0,66.0,65.0,69.0,55.0,66.0,65.0,59.0,56.0
7988,231502,J. Hopcutt,67,70,3.0,3.0,66.0,48.0,71.0,46.0,59.0,56.0,67.0,55.0,41.0,42.0,69.0,79.0,77.0,80.0,59.0,78.0,64.0,65.0,75.0,62.0,66.0,48.0,33.0,69.0,63.0,52.0,62.0,59.0,37.0,33.0
7989,174670,P. Małecki,67,67,4.0,3.0,66.0,65.0,63.0,46.0,64.0,62.0,66.0,65.0,58.0,56.0,63.0,72.0,77.0,78.0,62.0,81.0,71.0,71.0,82.0,73.0,66.0,67.0,43.0,71.0,62.0,63.0,70.0,30.0,40.0,44.0
7990,178766,B. Mitrev,67,67,3.0,1.0,67.2,11.0,15.0,19.0,23.0,13.0,16.0,13.0,24.0,21.0,18.0,22.0,19.0,24.0,65.0,53.0,23.0,32.0,29.0,24.0,15.0,21.0,17.0,19.0,31.0,20.0,62.0,21.0,14.0,11.0
7991,182094,Qin Sheng,67,67,4.0,2.0,66.0,36.0,44.0,60.0,62.0,29.0,52.0,41.0,42.0,69.0,62.0,64.0,60.0,64.0,63.0,70.0,66.0,65.0,85.0,67.0,52.0,90.0,66.0,47.0,59.0,53.0,57.0,54.0,68.0,63.0
7992,184142,Marco Soares,67,67,3.0,2.0,65.0,52.0,45.0,56.0,67.0,52.0,64.0,48.0,64.0,69.0,68.0,67.0,65.0,57.0,64.0,58.0,75.0,75.0,51.0,78.0,64.0,85.0,63.0,46.0,66.0,62.0,67.0,55.0,68.0,61.0
7993,193358,Romário,67,67,3.0,3.0,65.0,59.0,67.0,33.0,70.0,68.0,71.0,66.0,63.0,59.0,73.0,75.0,65.0,90.0,67.0,84.0,66.0,78.0,70.0,35.0,67.0,39.0,44.0,70.0,69.0,68.0,69.0,53.0,39.0,34.0
7994,193870,Pedro Trigueira,67,68,3.0,1.0,66.6,15.0,15.0,17.0,20.0,14.0,22.0,16.0,13.0,23.0,10.0,45.0,45.0,54.0,63.0,51.0,14.0,67.0,36.0,67.0,20.0,41.0,18.0,14.0,31.0,14.0,37.0,10.0,13.0,14.0
7995,237647,A. Hrustić,67,75,3.0,3.0,67.0,65.0,59.0,54.0,70.0,46.0,70.0,72.0,66.0,65.0,72.0,73.0,70.0,74.0,66.0,59.0,62.0,65.0,54.0,65.0,65.0,35.0,59.0,60.0,66.0,52.0,66.0,55.0,59.0,48.0
7996,241743,U. Segura,67,70,3.0,3.0,66.0,52.0,60.0,62.0,70.0,66.0,69.0,60.0,62.0,66.0,69.0,69.0,66.0,66.0,66.0,67.0,71.0,58.0,71.0,61.0,67.0,69.0,52.0,66.0,67.0,61.0,67.0,58.0,54.0,52.0
7997,241999,J. Billong,67,71,3.0,2.0,66.0,39.0,25.0,64.0,59.0,36.0,47.0,32.0,32.0,46.0,43.0,56.0,55.0,42.0,60.0,39.0,54.0,67.0,56.0,85.0,30.0,64.0,56.0,28.0,38.0,53.0,53.0,66.0,72.0,71.0
7998,202064,L. Arias,67,67,2.0,3.0,66.0,66.0,64.0,65.0,67.0,63.0,64.0,63.0,65.0,64.0,65.0,76.0,74.0,76.0,65.0,87.0,70.0,76.0,66.0,59.0,67.0,70.0,62.0,65.0,63.0,66.0,66.0,63.0,65.0,66.0
7999,151376,K. Arkivuo,67,67,4.0,3.0,66.0,70.0,40.0,41.0,59.0,54.0,64.0,64.0,56.0,58.0,65.0,74.0,67.0,80.0,69.0,80.0,70.0,83.0,79.0,68.0,59.0,81.0,67.0,49.0,58.0,52.0,69.0,60.0,65.0,66.0
8000,233808,S. Palombi,67,76,3.0,2.0,65.0,58.0,67.0,68.0,57.0,64.0,60.0,47.0,49.0,57.0,65.0,73.0,66.0,60.0,65.0,59.0,61.0,59.0,66.0,71.0,59.0,46.0,40.0,70.0,56.0,52.0,55.0,19.0,36.0,37.0
8001,236368,G. Maggiore,67,83,3.0,3.0,66.0,43.0,45.0,52.0,70.0,48.0,63.0,55.0,42.0,67.0,66.0,56.0,58.0,60.0,69.0,65.0,63.0,63.0,72.0,65.0,59.0,65.0,69.0,58.0,66.0,53.0,67.0,55.0,65.0,63.0
8002,177488,M. Konrad,67,67,4.0,2.0,66.0,53.0,54.0,63.0,64.0,55.0,54.0,49.0,51.0,63.0,56.0,54.0,65.0,57.0,64.0,56.0,64.0,71.0,82.0,80.0,55.0,69.0,67.0,44.0,50.0,49.0,64.0,74.0,69.0,65.0
8003,182096,Zheng Long,67,67,3.0,3.0,67.0,68.0,60.0,42.0,62.0,40.0,72.0,68.0,67.0,57.0,65.0,76.0,75.0,73.0,68.0,74.0,60.0,51.0,70.0,67.0,58.0,55.0,54.0,64.0,67.0,59.0,64.0,38.0,14.0,21.0
8004,206161,A. Lazaar,67,68,3.0,3.0,65.0,70.0,45.0,57.0,68.0,51.0,70.0,67.0,40.0,64.0,70.0,67.0,64.0,72.0,65.0,67.0,73.0,63.0,56.0,62.0,68.0,67.0,66.0,62.0,56.0,48.0,69.0,60.0,70.0,70.0
8005,211793,J. Donachie,67,69,3.0,2.0,66.0,38.0,31.0,68.0,65.0,26.0,34.0,30.0,27.0,54.0,51.0,67.0,68.0,52.0,54.0,49.0,38.0,69.0,67.0,82.0,30.0,52.0,68.0,26.0,33.0,43.0,63.0,63.0,70.0,64.0
8006,229713,J. Bizama,67,74,3.0,2.0,66.0,59.0,39.0,63.0,67.0,28.0,60.0,47.0,25.0,66.0,65.0,74.0,81.0,65.0,55.0,64.0,56.0,65.0,73.0,74.0,53.0,72.0,60.0,55.0,50.0,34.0,51.0,62.0,69.0,70.0
8007,233809,A. Rossi,67,77,2.0,3.0,66.0,52.0,69.0,64.0,65.0,64.0,64.0,53.0,50.0,49.0,66.0,67.0,63.0,58.0,62.0,46.0,70.0,62.0,59.0,73.0,60.0,43.0,32.0,66.0,48.0,53.0,55.0,28.0,26.0,24.0
8008,241489,Nolaskoain,67,78,3.0,3.0,65.0,47.0,63.0,67.0,73.0,48.0,64.0,44.0,45.0,62.0,70.0,66.0,59.0,70.0,65.0,54.0,57.0,73.0,68.0,70.0,45.0,59.0,68.0,60.0,65.0,49.0,62.0,64.0,64.0,62.0
8009,179537,H. Singh,67,67,3.0,3.0,66.0,61.0,53.0,63.0,69.0,67.0,66.0,71.0,60.0,67.0,68.0,58.0,51.0,68.0,64.0,71.0,77.0,71.0,72.0,76.0,67.0,46.0,62.0,64.0,68.0,67.0,68.0,48.0,55.0,53.0
8010,245841,João Carlos,67,71,4.0,3.0,66.0,27.0,70.0,68.0,64.0,62.0,69.0,32.0,36.0,61.0,68.0,54.0,55.0,65.0,56.0,57.0,73.0,66.0,63.0,80.0,61.0,57.0,17.0,65.0,41.0,63.0,70.0,12.0,10.0,12.0
8011,183377,J. Nation,67,68,3.0,2.0,65.0,28.0,26.0,61.0,64.0,33.0,38.0,24.0,20.0,60.0,55.0,53.0,50.0,61.0,62.0,56.0,50.0,72.0,62.0,78.0,33.0,73.0,64.0,43.0,42.0,25.0,68.0,65.0,66.0,62.0
8012,53073,S. Kulovits,67,67,3.0,2.0,66.0,48.0,51.0,58.0,62.0,43.0,58.0,55.0,40.0,53.0,64.0,57.0,46.0,76.0,66.0,76.0,61.0,77.0,80.0,60.0,65.0,83.0,70.0,37.0,51.0,47.0,68.0,69.0,69.0,73.0
8013,204626,T. Grøgaard,67,74,2.0,3.0,66.0,67.0,35.0,50.0,64.0,58.0,63.0,60.0,37.0,52.0,65.0,79.0,73.0,77.0,61.0,81.0,56.0,50.0,76.0,69.0,35.0,58.0,67.0,60.0,65.0,60.0,64.0,59.0,67.0,64.0
8014,204882,R. Williams,67,70,3.0,3.0,65.0,64.0,57.0,30.0,62.0,56.0,67.0,50.0,41.0,55.0,66.0,79.0,78.0,84.0,67.0,80.0,58.0,71.0,77.0,63.0,52.0,42.0,20.0,58.0,63.0,55.0,57.0,22.0,25.0,24.0
8015,226130,F. Miguel,67,76,3.0,2.0,65.0,64.0,52.0,59.0,65.0,40.0,61.0,55.0,39.0,58.0,63.0,64.0,70.0,66.0,65.0,67.0,50.0,71.0,62.0,77.0,44.0,66.0,70.0,55.0,59.0,41.0,66.0,65.0,66.0,68.0
8016,230994,M. Bukata,67,70,4.0,3.0,65.0,61.0,34.0,53.0,67.0,45.0,67.0,42.0,41.0,65.0,68.0,73.0,67.0,83.0,65.0,80.0,61.0,59.0,84.0,51.0,55.0,66.0,65.0,61.0,66.0,40.0,70.0,51.0,59.0,59.0
8017,238674,K. Broll,67,74,2.0,1.0,61.8,10.0,7.0,12.0,21.0,5.0,12.0,11.0,12.0,20.0,17.0,15.0,15.0,26.0,69.0,33.0,19.0,53.0,25.0,48.0,8.0,16.0,14.0,7.0,45.0,13.0,65.0,11.0,12.0,11.0
8018,187218,M. Jiménez,67,69,3.0,1.0,66.4,13.0,13.0,12.0,18.0,14.0,13.0,14.0,14.0,17.0,22.0,41.0,44.0,55.0,62.0,50.0,23.0,52.0,39.0,55.0,15.0,12.0,24.0,13.0,14.0,22.0,47.0,15.0,12.0,13.0
8019,212819,K. Nagai,67,67,4.0,2.0,65.0,57.0,61.0,61.0,59.0,59.0,67.0,61.0,54.0,55.0,61.0,93.0,93.0,83.0,64.0,67.0,65.0,80.0,91.0,67.0,60.0,61.0,32.0,65.0,59.0,62.0,65.0,44.0,28.0,29.0
8020,215379,C. Philipps,67,73,3.0,2.0,66.0,60.0,19.0,65.0,70.0,57.0,65.0,61.0,41.0,68.0,68.0,61.0,61.0,59.0,60.0,65.0,52.0,77.0,78.0,73.0,48.0,66.0,70.0,42.0,52.0,65.0,56.0,54.0,66.0,61.0
8021,162899,M. Sadler,67,67,3.0,2.0,66.0,55.0,33.0,56.0,60.0,32.0,58.0,60.0,52.0,59.0,57.0,58.0,53.0,70.0,62.0,70.0,56.0,73.0,74.0,76.0,57.0,76.0,65.0,46.0,54.0,42.0,59.0,66.0,69.0,68.0
8022,229971,F. Centonze,67,75,3.0,3.0,65.0,64.0,59.0,60.0,65.0,62.0,65.0,63.0,46.0,59.0,68.0,78.0,74.0,71.0,59.0,72.0,68.0,82.0,80.0,73.0,58.0,63.0,57.0,64.0,59.0,50.0,59.0,63.0,67.0,64.0
8023,199764,J. Ligali,67,71,3.0,1.0,66.0,13.0,10.0,14.0,36.0,10.0,10.0,10.0,13.0,34.0,18.0,46.0,42.0,37.0,65.0,42.0,25.0,68.0,39.0,54.0,10.0,13.0,16.0,14.0,22.0,13.0,53.0,12.0,13.0,11.0
8024,213588,A. Sánchez,67,67,2.0,1.0,66.6,20.0,18.0,17.0,24.0,19.0,20.0,13.0,14.0,22.0,20.0,23.0,20.0,23.0,66.0,48.0,23.0,33.0,18.0,68.0,14.0,13.0,10.0,10.0,43.0,25.0,33.0,24.0,15.0,14.0
8025,229460,A. Nalini,67,67,3.0,3.0,63.0,63.0,65.0,43.0,65.0,52.0,72.0,53.0,43.0,55.0,70.0,68.0,69.0,65.0,63.0,70.0,69.0,45.0,59.0,61.0,58.0,40.0,20.0,67.0,66.0,57.0,71.0,22.0,30.0,23.0
8026,191572,Zheng Zheng,67,67,2.0,3.0,65.0,63.0,63.0,56.0,70.0,48.0,68.0,67.0,67.0,62.0,67.0,79.0,75.0,63.0,63.0,70.0,52.0,68.0,67.0,65.0,48.0,70.0,58.0,58.0,72.0,59.0,50.0,68.0,68.0,63.0
8027,192596,Héctor Rodas,67,67,3.0,2.0,66.0,47.0,39.0,64.0,58.0,42.0,40.0,37.0,35.0,55.0,53.0,47.0,55.0,48.0,61.0,48.0,55.0,48.0,55.0,81.0,36.0,74.0,69.0,40.0,33.0,46.0,56.0,68.0,68.0,61.0
8028,201301,D. Høegh,67,68,2.0,2.0,66.0,31.0,31.0,74.0,62.0,33.0,47.0,30.0,28.0,65.0,56.0,54.0,44.0,54.0,61.0,51.0,58.0,64.0,69.0,77.0,46.0,64.0,64.0,27.0,38.0,34.0,61.0,65.0,68.0,67.0
8029,210005,C. Martschinko,67,72,3.0,3.0,65.0,60.0,52.0,53.0,59.0,56.0,65.0,66.0,61.0,54.0,66.0,79.0,80.0,82.0,65.0,81.0,64.0,80.0,76.0,72.0,51.0,68.0,62.0,53.0,49.0,54.0,58.0,64.0,67.0,63.0
8030,214613,F. Micolta,67,67,2.0,3.0,66.0,61.0,67.0,60.0,62.0,51.0,70.0,51.0,34.0,45.0,67.0,88.0,90.0,71.0,59.0,70.0,64.0,58.0,69.0,70.0,50.0,43.0,59.0,65.0,66.0,48.0,64.0,59.0,59.0,54.0
